edi | 93465 | 2019-06-18 13:26:03.950343 |  | begin drake_config()
edi | 93465 | 2019-06-18 13:26:06.560303 | bm_hr_task_rf_no_filter | connect
edi | 93465 | 2019-06-18 13:26:06.562928 | bm_vi_task_rf_pca | connect
edi | 93465 | 2019-06-18 13:26:06.565310 | bm_nri_task_rf_pca | connect
edi | 93465 | 2019-06-18 13:26:06.567754 | bm_hr_task_rf_pca | connect
edi | 93465 | 2019-06-18 13:26:06.570391 | bm_vi_task_xgboost_borda | connect
edi | 93465 | 2019-06-18 13:26:06.573116 | bm_nri_task_xgboost_borda | connect
edi | 93465 | 2019-06-18 13:26:06.575865 | bm_hr_task_xgboost_borda | connect
edi | 93465 | 2019-06-18 13:26:06.578609 | bm_vi_task_xgboost_info.gain | connect
edi | 93465 | 2019-06-18 13:26:06.581180 | bm_nri_task_xgboost_info.gain | connect
edi | 93465 | 2019-06-18 13:26:06.583574 | bm_hr_task_xgboost_info.gain | connect
edi | 93465 | 2019-06-18 13:26:06.586118 | bm_vi_task_xgboost_gain.ratio | connect
edi | 93465 | 2019-06-18 13:26:06.588458 | bm_nri_task_xgboost_gain.ratio | connect
edi | 93465 | 2019-06-18 13:26:06.590870 | bm_hr_task_xgboost_gain.ratio | connect
edi | 93465 | 2019-06-18 13:26:06.593391 | bm_vi_task_xgboost_variance | connect
edi | 93465 | 2019-06-18 13:26:06.596121 | bm_nri_task_xgboost_variance | connect
edi | 93465 | 2019-06-18 13:26:06.598491 | bm_hr_task_xgboost_variance | connect
edi | 93465 | 2019-06-18 13:26:06.600918 | bm_vi_task_xgboost_rank.cor | connect
edi | 93465 | 2019-06-18 13:26:06.603543 | bm_nri_task_xgboost_rank.cor | connect
edi | 93465 | 2019-06-18 13:26:06.605930 | bm_hr_task_xgboost_rank.cor | connect
edi | 93465 | 2019-06-18 13:26:06.608274 | bm_vi_task_xgboost_linear.cor | connect
edi | 93465 | 2019-06-18 13:26:06.610807 | bm_nri_task_xgboost_linear.cor | connect
edi | 93465 | 2019-06-18 13:26:06.613507 | bm_hr_task_xgboost_linear.cor | connect
edi | 93465 | 2019-06-18 13:26:06.616299 | bm_vi_task_xgboost_mrmr | connect
edi | 93465 | 2019-06-18 13:26:06.618923 | bm_nri_task_xgboost_mrmr | connect
edi | 93465 | 2019-06-18 13:26:06.621585 | bm_hr_task_xgboost_mrmr | connect
edi | 93465 | 2019-06-18 13:26:06.624485 | bm_vi_task_xgboost_cmim | connect
edi | 93465 | 2019-06-18 13:26:06.627062 | bm_nri_task_xgboost_cmim | connect
edi | 93465 | 2019-06-18 13:26:06.629866 | bm_hr_task_xgboost_cmim | connect
edi | 93465 | 2019-06-18 13:26:06.632613 | bm_vi_task_xgboost_carscore | connect
edi | 93465 | 2019-06-18 13:26:06.635369 | bm_nri_task_xgboost_carscore | connect
edi | 93465 | 2019-06-18 13:26:06.638062 | bm_hr_task_xgboost_carscore | connect
edi | 93465 | 2019-06-18 13:26:06.641034 | bm_vi_task_xgboost_no_filter | connect
edi | 93465 | 2019-06-18 13:26:06.643785 | bm_nri_task_xgboost_no_filter | connect
edi | 93465 | 2019-06-18 13:26:06.646590 | bm_hr_task_xgboost_no_filter | connect
edi | 93465 | 2019-06-18 13:26:06.649529 | bm_vi_task_xgboost_pca | connect
edi | 93465 | 2019-06-18 13:26:06.652378 | bm_nri_task_xgboost_pca | connect
edi | 93465 | 2019-06-18 13:26:06.654963 | bm_hr_task_xgboost_pca | connect
edi | 93465 | 2019-06-18 13:26:06.657696 | bm_vi_task_ridge_no_filter | connect
edi | 93465 | 2019-06-18 13:26:06.660308 | bm_nri_task_ridge_no_filter | connect
edi | 93465 | 2019-06-18 13:26:06.662883 | bm_hr_task_ridge_no_filter | connect
edi | 93465 | 2019-06-18 13:26:06.665369 | bm_vi_task_lasso_no_filter | connect
edi | 93465 | 2019-06-18 13:26:06.667890 | bm_nri_task_lasso_no_filter | connect
edi | 93465 | 2019-06-18 13:26:06.670322 | bm_hr_task_lasso_no_filter | connect
edi | 93465 | 2019-06-18 13:26:06.672696 | eda_wfr | connect
edi | 93465 | 2019-06-18 13:26:06.675264 | spectral_signatures_wfr | connect
edi | 93465 | 2019-06-18 13:26:06.677711 | pca_wrapper_svm | connect
edi | 93465 | 2019-06-18 13:26:06.680427 | pca_wrapper_xgboost | connect
edi | 93465 | 2019-06-18 13:26:06.683202 | pca_wrapper_rf | connect
edi | 93465 | 2019-06-18 13:26:06.686188 | pca_wrapper_ridge | connect
edi | 93465 | 2019-06-18 13:26:06.689394 | pca_wrapper_lasso | connect
edi | 93465 | 2019-06-18 13:26:06.693965 |  | connect output files
edi | 93465 | 2019-06-18 13:26:06.701701 |  | finalize graph edges
edi | 93465 | 2019-06-18 13:26:06.705039 |  | create igraph
edi | 93465 | 2019-06-18 13:26:06.708596 |  | trim neighborhoods
edi | 93465 | 2019-06-18 13:26:06.724466 |  | add igraph attributes
edi | 93465 | 2019-06-18 13:26:06.728395 |  | finalize igraph
edi | 93465 | 2019-06-18 13:26:06.739626 |  | end drake_config()
edi | 93465 | 2019-06-18 13:26:07.036326 | download_trees | import
edi | 93465 | 2019-06-18 13:26:07.051782 | calc_nri_indices | import
edi | 93465 | 2019-06-18 13:26:07.064793 | extract_coords | import
edi | 93465 | 2019-06-18 13:26:07.077984 | calc_veg_indices | import
edi | 93465 | 2019-06-18 13:26:07.091213 | raster::extract | import
edi | 93465 | 2019-06-18 13:26:07.104643 | raster::mask | import
edi | 93465 | 2019-06-18 13:26:07.118774 | dplyr::mutate | import
edi | 93465 | 2019-06-18 13:26:07.133274 | raster::projectRaster | import
edi | 93465 | 2019-06-18 13:26:07.148146 | raster::crop | import
edi | 93465 | 2019-06-18 13:26:07.161423 | dplyr::filter | import
edi | 93465 | 2019-06-18 13:26:07.174877 | dplyr::select | import
edi | 93465 | 2019-06-18 13:26:07.189609 | download_locations | import
edi | 93465 | 2019-06-18 13:26:07.205222 | log_response | import
edi | 93465 | 2019-06-18 13:26:07.219242 | benchmark_custom_no_models | import
edi | 93465 | 2019-06-18 13:26:07.233409 | download_hyperspectral | import
edi | 93465 | 2019-06-18 13:26:07.259343 | process_hyperspec_helper | import
edi | 93465 | 2019-06-18 13:26:07.278135 | clean_single_plots | import
edi | 93465 | 2019-06-18 13:26:07.294642 | mutate_defol | import
edi | 93465 | 2019-06-18 13:26:07.311464 | split_into_feature_sets | import
edi | 93465 | 2019-06-18 13:26:07.329488 | extract_indices_to_plot | import
edi | 93465 | 2019-06-18 13:26:07.345115 | extract_bands_to_plot | import
edi | 93465 | 2019-06-18 13:26:07.365330 | process_hyperspec | import
edi | 93465 | 2019-06-18 13:26:07.380862 |  | begin outdated()
edi | 93465 | 2019-06-18 13:26:07.385608 |  | find more outdated targets
edi | 93465 | 2019-06-18 13:26:07.490173 |  | find more outdated targets
edi | 93465 | 2019-06-18 13:26:07.517226 |  | find more outdated targets
edi | 93465 | 2019-06-18 13:26:07.550099 |  | find more outdated targets
edi | 93465 | 2019-06-18 13:26:07.564641 |  | find more outdated targets
edi | 93465 | 2019-06-18 13:26:07.576684 |  | find more outdated targets
edi | 93465 | 2019-06-18 13:26:07.597816 |  | find more outdated targets
edi | 93465 | 2019-06-18 13:26:07.621680 |  | find more outdated targets
edi | 93465 | 2019-06-18 13:26:07.636009 |  | find more outdated targets
edi | 93465 | 2019-06-18 13:26:07.649441 |  | find more outdated targets
edi | 93465 | 2019-06-18 13:26:07.662983 |  | find more outdated targets
edi | 93465 | 2019-06-18 13:26:07.675239 |  | find more outdated targets
edi | 93465 | 2019-06-18 13:26:07.679249 |  | find downstream outdated targets
edi | 93465 | 2019-06-18 13:26:07.685625 |  | end outdated()
edi | 93465 | 2019-06-18 13:26:07.688486 |  | isolate oudated targets
edi | 93465 | 2019-06-18 13:26:07.704883 |  | construct priority queue
edi | 93465 | 2019-06-18 13:26:08.123052 |  | setting common data
edi | 93465 | 2019-06-18 13:26:08.136488 |  | begin scheduling targets
edi | 93465 | 2019-06-18 13:26:11.998125 |  | sending common data
edi | 93465 | 2019-06-18 13:26:12.033248 |  | sending common data
edi | 93465 | 2019-06-18 13:26:12.338222 | lrn_svm | target lrn_svm
c0 | 78110 | 2019-06-18 13:26:12.303903 | lrn_svm | build on an hpc workeredi | 93465 | 2019-06-18 13:26:12.347502 | ps_svm_filter | target ps_svm_filter
c0 | 78118 | 2019-06-18 13:26:12.312233 | ps_svm_filter | build on an hpc worker
c0 | 78118 | 2019-06-18 13:26:21.604957 | ps_svm_filter | store
c0 | 78118 | 2019-06-18 13:26:21.640521 | ps_svm_filter | time  0.004s | 6.814s  (exec | total)
edi | 93465 | 2019-06-18 13:26:21.710005 | ps_rf_filter | target ps_rf_filter
c0 | 78118 | 2019-06-18 13:26:21.674492 | ps_rf_filter | build on an hpc worker
c0 | 78118 | 2019-06-18 13:26:22.283624 | ps_rf_filter | store
c0 | 78110 | 2019-06-18 13:26:22.301053 | lrn_svm | store
c0 | 78118 | 2019-06-18 13:26:22.308021 | ps_rf_filter | time  0.001s | 15.506s  (exec | total)
c0 | 78110 | 2019-06-18 13:26:22.331227 | lrn_svm | time  0.668s | 6.114s  (exec | total)
edi | 93465 | 2019-06-18 13:26:22.384229 | rf_borda | target rf_borda
c0 | 78118 | 2019-06-18 13:26:22.347983 | rf_borda | build on an hpc worker
edi | 93465 | 2019-06-18 13:26:22.405202 | filter_wrapper_svm_mrmr | target filter_wrapper_svm_mrmr
c0 | 78110 | 2019-06-18 13:26:22.369371 | filter_wrapper_svm_mrmr | build on an hpc worker
c0 | 78118 | 2019-06-18 13:26:22.978055 | rf_borda | store
c0 | 78118 | 2019-06-18 13:26:23.008333 | rf_borda | time  0.027s | 15.471s  (exec | total)
c0 | 78110 | 2019-06-18 13:26:23.022041 | filter_wrapper_svm_mrmr | store
edi | 93465 | 2019-06-18 13:26:23.081522 | bm_nri_task_rf_borda | target bm_nri_task_rf_borda
c0 | 78110 | 2019-06-18 13:26:23.043860 | filter_wrapper_svm_mrmr | time  0.012s | 15.46s  (exec | total)
c0 | 78118 | 2019-06-18 13:26:23.045544 | bm_nri_task_rf_borda | build on an hpc worker
edi | 93465 | 2019-06-18 13:26:23.118569 | svm_mrmr | target svm_mrmr
c0 | 78110 | 2019-06-18 13:26:23.082824 | svm_mrmr | build on an hpc worker
c0 | 78118 | 2019-06-18 13:26:23.373130 | bm_nri_task_rf_borda | Autodetecting cpus: 32
c0 | 78118 | 2019-06-18 13:26:23.377934 | bm_nri_task_rf_borda | Starting parallelization in mode=multicore with cpus=32.
c0 | 78110 | 2019-06-18 13:26:23.714099 | svm_mrmr | store
c0 | 78110 | 2019-06-18 13:26:23.741456 | svm_mrmr | time  0.018s | 15.475s  (exec | total)
edi | 93465 | 2019-06-18 13:26:23.810838 | bm_nri_task_svm_mrmr | target bm_nri_task_svm_mrmr
c0 | 78110 | 2019-06-18 13:26:23.775734 | bm_nri_task_svm_mrmr | build on an hpc worker
c0 | 78110 | 2019-06-18 13:26:24.109629 | bm_nri_task_svm_mrmr | Autodetecting cpus: 32
c0 | 78110 | 2019-06-18 13:26:24.113844 | bm_nri_task_svm_mrmr | Starting parallelization in mode=multicore with cpus=32.
c0 | 78118 | 2019-06-18 13:26:24.565824 | bm_nri_task_rf_borda | Warning: Adjusting levels to match number of blocking levels.
c0 | 78118 | 2019-06-18 13:26:24.574815 | bm_nri_task_rf_borda | Task: defoliation-all-plots-NRI, Learner: regr.ranger.pow.filtered.tuned
c0 | 78118 | 2019-06-18 13:26:24.581729 | bm_nri_task_rf_borda | Resampling: cross-validation
c0 | 78118 | 2019-06-18 13:26:24.588823 | bm_nri_task_rf_borda | Measures:             rmse        timetrain   
c0 | 78118 | 2019-06-18 13:26:24.593586 | bm_nri_task_rf_borda | Mapping in parallel: mode = multicore; cpus = 32; elements = 4.
c0 | 78110 | 2019-06-18 13:26:25.376929 | bm_nri_task_svm_mrmr | Warning: Adjusting levels to match number of blocking levels.
c0 | 78110 | 2019-06-18 13:26:25.390215 | bm_nri_task_svm_mrmr | Task: defoliation-all-plots-NRI, Learner: regr.ksvm.filtered.tuned
c0 | 78110 | 2019-06-18 13:26:25.396749 | bm_nri_task_svm_mrmr | Resampling: cross-validation
c0 | 78110 | 2019-06-18 13:26:25.404303 | bm_nri_task_svm_mrmr | Measures:             rmse        timetrain   
c0 | 78110 | 2019-06-18 13:26:25.409144 | bm_nri_task_svm_mrmr | Mapping in parallel: mode = multicore; cpus = 32; elements = 4.
c0 | 78161 | 2019-06-18 13:26:25.841502 | bm_nri_task_rf_borda | Warning: Adjusting levels to match number of blocking levels.
c0 | 78161 | 2019-06-18 13:26:25.865877 | bm_nri_task_rf_borda | [Tune] Started tuning learner regr.ranger.pow.filtered for parameter set:
c0 | 78161 | 2019-06-18 13:26:25.886245 | bm_nri_task_rf_borda |                    Type len Def     Constr Req Tunable Trafo
mtry.power      numeric   -   -   0 to 0.5   -    TRUE     -
min.node.size   integer   -   -    1 to 10   -    TRUE     -
sample.fraction numeric   -   - 0.2 to 0.9   -    TRUE     -
fw.perc         numeric   -   -     0 to 1   -    TRUE     -
c0 | 78161 | 2019-06-18 13:26:25.891135 | bm_nri_task_rf_borda | With control class: TuneControlRandom
c0 | 78161 | 2019-06-18 13:26:25.896249 | bm_nri_task_rf_borda | Imputation value: Inf
c0 | 78161 | 2019-06-18 13:26:25.953642 | bm_nri_task_rf_borda | [Tune-x] 1: mtry.power=0.14; min.node.size=2; sample.fraction=0.805; fw.perc=0.972
c0 | 78160 | 2019-06-18 13:26:26.227073 | bm_nri_task_rf_borda | Warning: Adjusting levels to match number of blocking levels.
c0 | 78162 | 2019-06-18 13:26:26.250836 | bm_nri_task_rf_borda | Warning: Adjusting levels to match number of blocking levels.
c0 | 78160 | 2019-06-18 13:26:26.253404 | bm_nri_task_rf_borda | [Tune] Started tuning learner regr.ranger.pow.filtered for parameter set:
c0 | 78162 | 2019-06-18 13:26:26.275231 | bm_nri_task_rf_borda | [Tune] Started tuning learner regr.ranger.pow.filtered for parameter set:
c0 | 78160 | 2019-06-18 13:26:26.278394 | bm_nri_task_rf_borda |                    Type len Def     Constr Req Tunable Trafo
mtry.power      numeric   -   -   0 to 0.5   -    TRUE     -
min.node.size   integer   -   -    1 to 10   -    TRUE     -
sample.fraction numeric   -   - 0.2 to 0.9   -    TRUE     -
fw.perc         numeric   -   -     0 to 1   -    TRUE     -
c0 | 78160 | 2019-06-18 13:26:26.283892 | bm_nri_task_rf_borda | With control class: TuneControlRandom
c0 | 78160 | 2019-06-18 13:26:26.289628 | bm_nri_task_rf_borda | Imputation value: Inf
c0 | 78162 | 2019-06-18 13:26:26.293258 | bm_nri_task_rf_borda |                    Type len Def     Constr Req Tunable Trafo
mtry.power      numeric   -   -   0 to 0.5   -    TRUE     -
min.node.size   integer   -   -    1 to 10   -    TRUE     -
sample.fraction numeric   -   - 0.2 to 0.9   -    TRUE     -
fw.perc         numeric   -   -     0 to 1   -    TRUE     -
c0 | 78162 | 2019-06-18 13:26:26.298429 | bm_nri_task_rf_borda | With control class: TuneControlRandom
c0 | 78162 | 2019-06-18 13:26:26.303333 | bm_nri_task_rf_borda | Imputation value: Inf
c0 | 78163 | 2019-06-18 13:26:26.314612 | bm_nri_task_rf_borda | Warning: Adjusting levels to match number of blocking levels.
c0 | 78163 | 2019-06-18 13:26:26.333232 | bm_nri_task_rf_borda | [Tune] Started tuning learner regr.ranger.pow.filtered for parameter set:
c0 | 78160 | 2019-06-18 13:26:26.338015 | bm_nri_task_rf_borda | [Tune-x] 1: mtry.power=0.458; min.node.size=2; sample.fraction=0.672; fw.perc=0.7
c0 | 78163 | 2019-06-18 13:26:26.346977 | bm_nri_task_rf_borda |                    Type len Def     Constr Req Tunable Trafo
mtry.power      numeric   -   -   0 to 0.5   -    TRUE     -
min.node.size   integer   -   -    1 to 10   -    TRUE     -
sample.fraction numeric   -   - 0.2 to 0.9   -    TRUE     -
fw.perc         numeric   -   -     0 to 1   -    TRUE     -
c0 | 78163 | 2019-06-18 13:26:26.351798 | bm_nri_task_rf_borda | With control class: TuneControlRandom
c0 | 78163 | 2019-06-18 13:26:26.356135 | bm_nri_task_rf_borda | Imputation value: Inf
c0 | 78162 | 2019-06-18 13:26:26.370074 | bm_nri_task_rf_borda | [Tune-x] 1: mtry.power=0.393; min.node.size=8; sample.fraction=0.27; fw.perc=0.593
c0 | 78163 | 2019-06-18 13:26:26.405538 | bm_nri_task_rf_borda | [Tune-x] 1: mtry.power=0.095; min.node.size=1; sample.fraction=0.843; fw.perc=0.969
c0 | 78162 | 2019-06-18 13:26:26.694422 | bm_nri_task_rf_borda | Warning: Dependent variable is a numeric! It will be converted to factor with simple factor(y). We do not discretize dependent variable in FSelectorRcpp by default! You can choose equal frequency binning discretization by setting equal argument to TRUE.
c0 | 78160 | 2019-06-18 13:26:26.701516 | bm_nri_task_rf_borda | Warning: Dependent variable is a numeric! It will be converted to factor with simple factor(y). We do not discretize dependent variable in FSelectorRcpp by default! You can choose equal frequency binning discretization by setting equal argument to TRUE.
c0 | 78161 | 2019-06-18 13:26:26.928930 | bm_nri_task_rf_borda | Warning: Dependent variable is a numeric! It will be converted to factor with simple factor(y). We do not discretize dependent variable in FSelectorRcpp by default! You can choose equal frequency binning discretization by setting equal argument to TRUE.
c0 | 78164 | 2019-06-18 13:26:27.107198 | bm_nri_task_svm_mrmr | Warning: Adjusting levels to match number of blocking levels.
c0 | 78164 | 2019-06-18 13:26:27.122649 | bm_nri_task_svm_mrmr | [Tune] Started tuning learner regr.ksvm.filtered for parameter set:
c0 | 78164 | 2019-06-18 13:26:27.133968 | bm_nri_task_svm_mrmr |            Type len Def  Constr Req Tunable Trafo
C       numeric   -   - -2 to 2   -    TRUE     Y
sigma   numeric   -   - -2 to 2   -    TRUE     Y
fw.perc numeric   -   -  0 to 1   -    TRUE     -
c0 | 78164 | 2019-06-18 13:26:27.137995 | bm_nri_task_svm_mrmr | With control class: TuneControlRandom
c0 | 78164 | 2019-06-18 13:26:27.141885 | bm_nri_task_svm_mrmr | Imputation value: Inf
c0 | 78163 | 2019-06-18 13:26:27.144650 | bm_nri_task_rf_borda | Warning: Dependent variable is a numeric! It will be converted to factor with simple factor(y). We do not discretize dependent variable in FSelectorRcpp by default! You can choose equal frequency binning discretization by setting equal argument to TRUE.
c0 | 78165 | 2019-06-18 13:26:27.151533 | bm_nri_task_svm_mrmr | Warning: Adjusting levels to match number of blocking levels.
c0 | 78166 | 2019-06-18 13:26:27.162664 | bm_nri_task_svm_mrmr | Warning: Adjusting levels to match number of blocking levels.
c0 | 78165 | 2019-06-18 13:26:27.164871 | bm_nri_task_svm_mrmr | [Tune] Started tuning learner regr.ksvm.filtered for parameter set:
c0 | 78164 | 2019-06-18 13:26:27.169435 | bm_nri_task_svm_mrmr | [Tune-x] 1: C=3.16; sigma=0.355; fw.perc=0.674
c0 | 78165 | 2019-06-18 13:26:27.175907 | bm_nri_task_svm_mrmr |            Type len Def  Constr Req Tunable Trafo
C       numeric   -   - -2 to 2   -    TRUE     Y
sigma   numeric   -   - -2 to 2   -    TRUE     Y
fw.perc numeric   -   -  0 to 1   -    TRUE     -
c0 | 78166 | 2019-06-18 13:26:27.178046 | bm_nri_task_svm_mrmr | [Tune] Started tuning learner regr.ksvm.filtered for parameter set:
c0 | 78165 | 2019-06-18 13:26:27.179303 | bm_nri_task_svm_mrmr | With control class: TuneControlRandom
c0 | 78165 | 2019-06-18 13:26:27.183961 | bm_nri_task_svm_mrmr | Imputation value: Inf
c0 | 78166 | 2019-06-18 13:26:27.189798 | bm_nri_task_svm_mrmr |            Type len Def  Constr Req Tunable Trafo
C       numeric   -   - -2 to 2   -    TRUE     Y
sigma   numeric   -   - -2 to 2   -    TRUE     Y
fw.perc numeric   -   -  0 to 1   -    TRUE     -
c0 | 78167 | 2019-06-18 13:26:27.192815 | bm_nri_task_svm_mrmr | Warning: Adjusting levels to match number of blocking levels.
c0 | 78166 | 2019-06-18 13:26:27.193979 | bm_nri_task_svm_mrmr | With control class: TuneControlRandom
c0 | 78166 | 2019-06-18 13:26:27.199231 | bm_nri_task_svm_mrmr | Imputation value: Inf
c0 | 78167 | 2019-06-18 13:26:27.208420 | bm_nri_task_svm_mrmr | [Tune] Started tuning learner regr.ksvm.filtered for parameter set:
c0 | 78165 | 2019-06-18 13:26:27.213191 | bm_nri_task_svm_mrmr | [Tune-x] 1: C=0.543; sigma=0.402; fw.perc=0.864
c0 | 78167 | 2019-06-18 13:26:27.219131 | bm_nri_task_svm_mrmr |            Type len Def  Constr Req Tunable Trafo
C       numeric   -   - -2 to 2   -    TRUE     Y
sigma   numeric   -   - -2 to 2   -    TRUE     Y
fw.perc numeric   -   -  0 to 1   -    TRUE     -
c0 | 78167 | 2019-06-18 13:26:27.223327 | bm_nri_task_svm_mrmr | With control class: TuneControlRandom
c0 | 78167 | 2019-06-18 13:26:27.227300 | bm_nri_task_svm_mrmr | Imputation value: Inf
c0 | 78166 | 2019-06-18 13:26:27.234997 | bm_nri_task_svm_mrmr | [Tune-x] 1: C=2.22; sigma=2.09; fw.perc=0.1
c0 | 78167 | 2019-06-18 13:26:27.263062 | bm_nri_task_svm_mrmr | [Tune-x] 1: C=0.423; sigma=0.325; fw.perc=0.918
c0 | 78162 | 2019-06-18 13:26:30.757918 | bm_nri_task_rf_borda | Warning: Dependent variable is a numeric! It will be converted to factor with simple factor(y). We do not discretize dependent variable in FSelectorRcpp by default! You can choose equal frequency binning discretization by setting equal argument to TRUE.
c0 | 78160 | 2019-06-18 13:26:30.851962 | bm_nri_task_rf_borda | Warning: Dependent variable is a numeric! It will be converted to factor with simple factor(y). We do not discretize dependent variable in FSelectorRcpp by default! You can choose equal frequency binning discretization by setting equal argument to TRUE.
c0 | 78161 | 2019-06-18 13:26:31.080818 | bm_nri_task_rf_borda | Warning: Dependent variable is a numeric! It will be converted to factor with simple factor(y). We do not discretize dependent variable in FSelectorRcpp by default! You can choose equal frequency binning discretization by setting equal argument to TRUE.
c0 | 78163 | 2019-06-18 13:26:37.621551 | bm_nri_task_rf_borda | Warning: Dependent variable is a numeric! It will be converted to factor with simple factor(y). We do not discretize dependent variable in FSelectorRcpp by default! You can choose equal frequency binning discretization by setting equal argument to TRUE.
